Average_Rating,Brand,Date,Express,Get_It_BY,Link,Name,Price,Rating_count,Sale_price,Sponsered
3.1,MahMir,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=z1ffba90cf03b4e1cdf5cz-1,"MahMir Mahmir® EVA Foam Roller for Yoga, Deep Tissue Massage, Stretching, Physical Therapy, Relieve Stress, Improve Mobility with Foam Roller for Legs and Muscles - Deep Tissue Massage Tool (Light Blue) ",29.95,3,,Y
5.0,GROIC,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/women-s-seamless-workout-sets-2-pieces-outfit-high-waist-gym-shorts-sports-bra-activewear-sets-for-yoga-workout/Z183968CF0AD1BA3C3868Z/p/?o=z183968cf0ad1ba3c3868z-1,GROIC Women's Seamless Workout Sets 2 Pieces Outfit High Waist Gym Shorts Sports Bra Activewear Sets for Yoga Workout ,45.20,4, 200,
4.6,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/2-pack-yoga-block-brick-foam-home-exercise-gym-sport-tool-23cm/N26524961A/p/?o=e66b1e373681acba,Generic 2-Pack Yoga Block Brick Foam Home Exercise Gym Sport Tool 23cm ,26.25,25,,
4.4,Fitness,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/unisex-anti-slip-yoga-mat-with-carry-strap/N27330430A/p/?o=f5a90f50e241749e,Fitness World Unisex Anti-Slip Yoga Mat With Carry Strap ,33.90,16, 45.10,
3.3,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-foam-roller-tool-30-00-15-00-15-00cm/N32423047A/p/?o=f6bd360c154dac5d,Generic Yoga Foam Roller Tool 30.00*15.00*15.00cm ,23.85,19, 49.90,
4.3,Generic,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/non-slip-foam-yoga-mat-173-x-61cm/N39331521A/p/?o=b055c101f9ffaaef,Generic Non-Slip Foam Yoga Mat 173 x 61cm ,48.20,3,,
3.8,NNEWVANTE,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1,"NNEWVANTE Nnewvante Silk Sleep Mask, 2 Pack 100% Real Natural Pure Silk Eye Mask with Adjustable Strap, Eye Mask for Sleeping, Eye Sleep Shade Cover, Blocks Light Reduces Puffy Eyes Gifts ",23.95,3, 35.95,Y
,LYNLYN,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/1-5m-resistance-bands-for-yoga-pilates-strength-training-elastic-bands-for-flexibility-rehab-fitness-ideal-for-men-women-purple/ZC9120F5FA66B652CD3C3Z/p/?o=zc9120f5fa66b652cd3c3z-1,"LYNLYN 1.5m Resistance Bands for Yoga, Pilates, Strength Training, Elastic Bands for Flexibility, Rehab, Fitness, Ideal for Men & Women (Purple) ",29.90,, 79,Y
4.9,limodo,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/anti-tear-exercise-mat-with-carrying-strap-60x15cm/N48547358A/p/?o=a73e68c31e339e8c,limodo Anti-Tear Exercise Mat With Carrying Strap 60x15cm ,37.20,15, 45.95,
3.7,Toshionics,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-for-indoor-and-outdoor-61x173cm-multicolor/ZFF6D1886AAD421874DF1Z/p/?o=zff6d1886aad421874df1z-1,Toshionics Anti Slip Fitness Exercise Gym Yoga Mats 4mm Thick For indoor And Outdoor 61x173cm Multicolor ,31.75,3, 60,
4.8,BODY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/pilates-ring-13inch/N11005096A/p/?o=fa2422e9ea79c56f,BODY SCULPTURE Pilates Ring 13inch ,28,6, 75,
4.1,Generic,2024-10-10,,,https://www.noon.com//uae-en/pilates-fitness-circle-ring-38x38cm/N20034887A/p/?o=dad3c6446fd2657a,Generic Pilates Fitness Circle Ring 38X38cm ,39.45,40, 219,
4.2,Fitness,2024-10-10,,1 HR 28 MINS,https://www.noon.com//uae-en/exercise-swiss-ball-75cm/N16660086A/p/?o=d2973e7b4167d33b,Fitness World Exercise Swiss Ball 75cm ,30.05,48, 38,
4.8,Kanteen,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/5-piece-fitness-exercise-resistance-band-set-with-bag/N31174485A/p/?o=f8a03dc840e9c75a,Kanteen Store 5-Piece Fitness Exercise Resistance Band Set With Bag ,32.80,6,,
3.5,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/outdoor-camping-beach-mat-200-x-210cm/N41668583A/p/?o=d6a6854f5bb8c43c,Generic Outdoor Camping Beach Mat 200 x 210cm ,24,3, 50,
4.8,Bernessi,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1,"Bernessi 8MM Yoga Mat with Carrying Strap Anti-Slip for Home Workout Exercises Meditation Eco Friendly, Non Skid TPE Yoga Mattres for Pilates 183x61x0.8cm Thick, Pink/Black Color ",69.90,51, 165,Y
,URbazaar,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1,"URbazaar Yoga Mat for Women and Men, Extra Long and Wide Exercise Mat(72""x24""), Large Non Slip Workout Mat for Yoga, Pilates, Fitness, Barefoot Workouts, Home Gym Studio ",59.90,, 69.90,Y
4.6,ORiTi,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/stretch-strap-with-exercise-guide-versatile-multi-loop-perfect-for-yoga-pilates-and-physical-therapy-portable-helps-improve-flexibility/Z184FBC1B30D0C5DACA2DZ/p/?o=z184fbc1b30d0c5daca2dz-1,ORiTi Stretch Strap with Exercise Guide Versatile Multi-Loop Perfect for Yoga Pilates and Physical Therapy Portable Helps Improve Flexibility ,28,2, 29,Y
,GROIC,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/fitness-yoga-mat-for-women-and-men-large-4mm-thick-68-inch-24-inch-non-slip-exercise-mats-w-70-printed-yoga-poses-for-pilates-workout-and-stretching-home-and-gym-essentials/Z2130DCBA24F1310809F6Z/p/?o=z2130dcba24f1310809f6z-1,"GROIC Fitness Yoga Mat for Women and Men - Large, 4mm Thick, 68 Inch *24 Inch, Non Slip Exercise Mats w/ 70 Printed Yoga Poses for Pilates, Workout and Stretching - Home and Gym Essentials ",96.95,, 200,
3.7,SKY-TOUCH,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/dual-layered-yoga-mat/N39265715A/p/?o=ac45aff46c09045a,SKY-TOUCH Dual Layered Yoga Mat ,45,3,,
5.0,Adidas,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/core-rollers-21x14-5x14-5cm/N42900586A/p/?o=f58a3223e321914a,Adidas Core Rollers 21x14.5x14.5cm ,80,1, 266,
3.7,Generic,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/sweat-absorbent-non-slip-yoga-socks/N34976187A/p/?o=c2438990110f6c3c,Generic Sweat Absorbent Non-Slip Yoga Socks ,20,4, 25.95,
4.3,Generic,2024-10-10,,13 Oct,https://www.noon.com//uae-en/foldable-non-slip-yoga-mat/N50815612A/p/?o=d987a70a087a7c2b,Generic Foldable Non-Slip Yoga Mat ,26,3,,
4.7,Body,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-roller-column-33cm/N41312631A/p/?o=f1fe7aa56e62e56f,Body Builder Yoga Roller Column 33cm ,30.05,9, 35.95,
4.0,Generic,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/non-slip-yoga-mat-with-carrying-strap/N36414242A/p/?o=c4530eb97c267d7a,Generic Non-Slip Yoga Mat With Carrying Strap ,35.85,1,,
3.3,Toshionics,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/4mm-thick-yoga-mat-anti-slip-fitness-home-exercise-eco-friendly-for-all-types-of-floor-workouts-gym/Z7F7D231C30384B4A4D52Z/p/?o=z7f7d231c30384b4a4d52z-1,Toshionics 4mm Thick Yoga Mat Anti Slip Fitness Home Exercise Eco Friendly For All Types Of Floor Workouts Gym ,29.05,4,,
,Adidas,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/fitness-mat-7mm-dark-green/Z4FBC4BFA6B5CB3EA81CFZ/p/?o=z4fbc4bfa6b5cb3ea81cfz-1,Adidas Fitness Mat - 7Mm - Dark Green ,107.05,, 115,
4.7,QiaoKai,2024-10-10,,"1 HR 28 MINS,1 HR 28 MINS,11 - 12 Oct","https://www.noon.com//uae-en/yoga-foam-roller/N15686973A/p/?o=f6b62ede8d22205d,https://www.noon.com//uae-en/yoga-foam-roller/N15686973A/p/?o=ab806452cd121f9f,https://www.noon.com//uae-en/yoga-foam-roller/N15686973A/p/?o=f6b62ede8d22205d",QiaoKai Yoga Foam Roller ,27.20,15,,
4.0,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/double-sand-weight/N14073762A/p/?o=c0e4a777dab81cca,Generic Double Sand Weight ,38.15,56, 68.55,
5.0,RATSAW,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/peanut-massage-ball-double-lacrosse-massage-ball-and-mobility-ball-for-physical-therapy-deep-tissue-massage-tool-for-myofascial-release-muscle-relaxer-acupoint-massage/Z8C9F4980D1842904D03DZ/p/?o=z8c9f4980d1842904d03dz-1,RATSAW Peanut Massage Ball Double Lacrosse Massage Ball and Mobility Ball for Physical Therapy Deep Tissue Massage Tool for Myofascial Release Muscle Relaxer Acupoint Massage ,54.95,2, 89.95,
5.0,GROIC,2024-10-10,,"1 HR 28 MINS,1 HR 28 MINS,11 - 12 Oct","https://www.noon.com//uae-en/pilates-bar-kit-with-resistance-bands-6-x-resistance-bands-3-section-pilates-bar-with-stackable-bands-workout-equipment-for-legs-hip-waist-and-arm-exercise-fitness-equipment-for-adult/ZD8EDDD325573EC7B2A21Z/p/?o=zd8eddd325573ec7b2a21z-1,https://www.noon.com//uae-en/pilates-bar-kit-with-resistance-bands-6-x-resistance-bands-3-section-pilates-bar-with-stackable-bands-workout-equipment-for-legs-hip-waist-and-arm-exercise-fitness-equipment-for-adult/ZD8EDDD325573EC7B2A21Z/p/?o=a21d807f6d8a9aff,https://www.noon.com//uae-en/pilates-bar-kit-with-resistance-bands-6-x-resistance-bands-3-section-pilates-bar-with-stackable-bands-workout-equipment-for-legs-hip-waist-and-arm-exercise-fitness-equipment-for-adult/ZD8EDDD325573EC7B2A21Z/p/?o=zd8eddd325573ec7b2a21z-1","GROIC Pilates Bar Kit with Resistance Bands(6 x Resistance Bands),3-Section Pilates Bar with Stackable Bands Workout Equipment for Legs,Hip,Waist and Arm,Exercise Fitness Equipment for Adult ",92.90,1, 200,
4.0,MissTiara,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/80cm-extra-wide-tpe-yoga-mat-with-double-sided-anti-slip-design-and-portable-storage-bag-suitable-for-yoga-pilates-exercise-and-fitness-183cm-x-80cm-x-0-8cm/Z9CCA1A3DE609EB67B3B1Z/p/?o=z9cca1a3de609eb67b3b1z-1,MissTiara 80cm Extra-Wide TPE Yoga Mat with Double-Sided Anti-Slip Design and Portable Storage Bag Suitable for Yoga Pilates Exercise and Fitness(183cm x 80cm x 0.8cm) ,75,1,,
4.2,Kanteen,2024-10-10,,13 Oct,https://www.noon.com//uae-en/5-piece-exercise-resistance-loop-band-set/N31174495A/p/?o=f1495ba59238547f,Kanteen Store 5-Piece Exercise Resistance Loop Band Set ,16.95,5,,
4.5,Kanteen,2024-10-10,,,https://www.noon.com//uae-en/exercise-pilates-balance-yoga-gym-fitness-ball-aerobic-abdominal/N44860779A/p/?o=edf60054c5e4cb6f,Kanteen Store Exercise Pilates Balance Yoga Gym Fitness Ball Aerobic Abdominal ,45,4,,
4.2,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/foam-roller-33cm/N23988663A/p/?o=b5ca68cf3f12a45a,Generic Foam Roller 33cm ,25,3,,
,Generic,2024-10-10,,,https://www.noon.com//uae-en/adjustable-anti-gravity-home-aerial-yoga-hammock-swing-trapeze-inversion-tool-250-150cm/N42326497A/p/?o=bb0af8063147934d,Generic Adjustable Anti-Gravity Home Aerial Yoga Hammock Swing Trapeze Inversion Tool 250*150cm ,177.05,, 520,Y
,WENBO,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/balance-trainer-with-resistance-bands-balance-board-yoga-half-ball-air-dome-balance-ball-with-pump-improve-core-and-ab-strength-with-full-body-home-gym-workouts-or-fitness-training/Z8E11327164B07C1284D1Z/p/?o=z8e11327164b07c1284d1z-1,"WENBO Balance Trainer with Resistance Bands, Balance Board, Yoga Half Ball, Air Dome Balance Ball with Pump,Improve Core and Ab Strength with Full Body Home Gym Workouts Or Fitness Training ",168.55,, 199,Y
,WENBO,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/foam-yoga-roller-for-body-muscle-relaxation-soft-box-pilates-home-gym-workout-45cm-blue/ZA28B493438BC447D6F73Z/p/?o=za28b493438bc447d6f73z-1,"WENBO Foam Yoga Roller For Body Muscle Relaxation Soft Box Pilates Home Gym Workout (45cm, Blue) ",42,, 48,Y
4.3,Generic,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/yoga-mat/N30517442A/p/?o=ce19896d5c67969b,Generic Yoga Mat ,42.05,23,,
4.7,Generic,2024-10-10,,15 Oct,https://www.noon.com//uae-en/foam-roller/N32451825A/p/?o=a0bf48bb2fd89a0f,Generic Foam Roller ,78,11,,
4.2,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/sport-fitness-swiss-ball-65cm/N14041863A/p/?o=a92bc0727e8addfa,Generic Sport Fitness Swiss Ball 65cm ,30.05,5, 35.25,
,Adidas,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/fitness-mat-7mm-green/ZD9009A36D21843256005Z/p/?o=zd9009a36d21843256005z-1,Adidas Fitness Mat - 7Mm - Green ,115.70,, 155,
5.0,Prickly,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/daydream-non-slip-suede-top-1mm-travel-yoga-mat/Z5364B7401B46DD83668DZ/p/?o=z5364b7401b46dd83668dz-1,Prickly Pear Daydream Non Slip Suede Top 1mm Travel Yoga Mat ,160,1,,
3.6,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/one-pair-ankle-weights-wrist-leg-weights-0-3kg-for-fitness-exercise-jogging-aerobics-resistance-training-gym-running-sandbag/Z54672ED339066547FB9EZ/p/?o=z54672ed339066547fb9ez-1,Generic One Pair Ankle Weights Wrist Leg Weights 0.3kg for Fitness Exercise Jogging Aerobics Resistance Training GYM Running SandBag ,63,3, 130,
5.0,Cool,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/coolbaby-exercise-foam-roller-ultra-strong-high-density-foam-roller-ideal-for-flexibility-and-rehabilitation-exercises/Z6472115097E1F4AF501FZ/p/?o=z6472115097e1f4af501fz-1,Cool Baby Style COOLBABY Exercise Foam Roller Ultra-Strong High Density Foam Roller Ideal for Flexibility and Rehabilitation Exercises ,49,1,,
5.0,RIOXS,2024-10-10,,"1 HR 28 MINS,1 HR 28 MINS,11 - 12 Oct","https://www.noon.com//uae-en/2-pair-sandbag-for-leg-weights-and-wrist-weights-with-adjustable-strap-for-fitness-resistance-training-running-training-exercise-gym-running-sandbag/Z1A0EB1E6C4C1E349C57CZ/p/?o=z1a0eb1e6c4c1e349c57cz-1,https://www.noon.com//uae-en/2-pair-sandbag-for-leg-weights-and-wrist-weights-with-adjustable-strap-for-fitness-resistance-training-running-training-exercise-gym-running-sandbag/Z1A0EB1E6C4C1E349C57CZ/p/?o=d843439836bf58ba,https://www.noon.com//uae-en/2-pair-sandbag-for-leg-weights-and-wrist-weights-with-adjustable-strap-for-fitness-resistance-training-running-training-exercise-gym-running-sandbag/Z1A0EB1E6C4C1E349C57CZ/p/?o=z1a0eb1e6c4c1e349c57cz-1",RIOXS 2 Pair Sandbag for Leg Weights and Wrist Weights with Adjustable Strap for Fitness Resistance Training Running Training Exercise Gym Running SandBag ,50.05,2, 85,
4.3,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/foam-roller-yoga-fitness-purple/Z2E171014EE39E7B9E873Z/p/?o=z2e171014ee39e7b9e873z-1,Generic Foam Roller Yoga Fitness- Purple ,38.90,13, 49,
3.8,DBLEW,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/4mm-thick-yoga-mat-knees-supportive-anti-slip-fitness-home-exercise-eco-friendly-ideal-for-all-types-of-pilates-floor-workouts-gym-stretching-61x173cm/Z7B5DD06DBFCED14AFA8CZ/p/?o=z7b5dd06dbfced14afa8cz-1,DBLEW 4mm Thick Yoga Mat Knees Supportive Anti Slip Fitness Home Exercise Eco Friendly Ideal For All Types Of Pilates Floor Workouts Gym Stretching 61x173cm ,27,12, 50,
,Reebok,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-4mm-dark-green/ZE86DD58C878C2E77A5CEZ/p/?o=ze86dd58c878c2e77a5cez-1,Reebok Yoga Mat - 4Mm - Dark Green ,91.10,, 95,
,Reebok,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/training-mat-10mm-grey/Z2C115039C60CF6931A47Z/p/?o=z2c115039c60cf6931a47z-1,Reebok Training Mat - 10Mm - Grey ,99,, 135,
4.4,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/exercise-birthing-ball-with-quick-pump-75cm/N42472671A/p/?o=e64de45afd587d0f,Generic Exercise Birthing Ball With Quick Pump 75cm ,34.85,11, 37.60,
,Adidas,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-8mm-grey/Z5B7052007E0877048AB6Z/p/?o=z5b7052007e0877048ab6z-1,Adidas Yoga Mat - 8Mm - Grey ,161.65,, 175,
,Generic,2024-10-10,,,https://www.noon.com//uae-en/high-grade-double-peanut-massage-ball-15-x-7-x-7cm/N36265448A/p/?o=b7e9cfd5a9e4d30b,Generic High Grade Double Peanut Massage Ball 15 x 7 x 7cm ,47.70,, 55,
,Adidas,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-8mm-trace-blue/Z1DFA4CFA53D9F146B56EZ/p/?o=z1dfa4cfa53d9f146b56ez-1,Adidas Yoga Mat - 8Mm - Trace Blue ,161.65,, 175,
,Nivia,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/ethylene-vinyl-acetate-anti-skid-yoga-mat-size-8mm-1453bl-comfortable-and-firm-cushioning-eco-friendly-use-for-yoga-exercise-non-slip-surface/ZD58780DBC83449B7E5A0Z/p/?o=zd58780dbc83449b7e5a0z-1,Nivia Ethylene Vinyl Acetate Anti-Skid Yoga Mat | Size: 8mm | 1453BL | Comfortable and Firm Cushioning | Eco friendly | Use for Yoga & Exercise | Non-Slip Surface ,76,, 99,
5.0,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/punching-bag-fitness-boxing-equipment-relaxation-relief-sandbags-training-equipment-for-adult-children-boxing-gym-equipment-color-black-size-180cm/Z9C75D35D60469B5470B1Z/p/?o=z9c75d35d60469b5470b1z-1,"Generic Punching Bag Fitness Boxing Equipment Relaxation Relief Sandbags Training Equipment For Adult Children Boxing Gym Equipment (Color : Black, Size : 180Cm) ",600,1, 750,
4.6,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/foldable-non-slip-yoga-mat/N50815610A/p/?o=edfa2fd28eebc03c,Generic Foldable Non-Slip Yoga Mat ,39.70,29,,
